text,speaker
" Senator Paul, the first budget your proposed as senator cut all financial aid to Israel. You have since changed your view on that issue. What made you change your mind.",BAIER
" Well, let's be clear, I'm the only one on the stage who actually has a five-year budget that balances. I've put pencil to paper.(UNKNOWN): I do.",PAUL
" - and I've said - and I've said I would cut spending, and I've said exactly where. Each one of my budgets has taken a meat axe to foreign aid, because I think we ought to quit sending it to countries that hate us.I think we ought to quit sending it to countries that burn our flag. Israel is not one of those. But even Benjamin Netanyahu said that ultimately, they will be stronger when they're independent. My position is exactly the same.We shouldn't borrow money from China to send it anywhere, but why don't we start with eliminating aid to our enemies.",PAUL
 OK. But you still say that Israel could be one of the countries that is cut from financial aid?,BAIER
" I still say exactly what my original opinion is. Do you borrow money from China to send it to anyone? Out of your surplus, you can help your allies, and Israel is a great ally. And this is no particular animus of Israel, but what I will say, and I will say over and over again, we cannot give away money we don't have.We do not project power from bankruptcy court. We're borrowing a million dollars a minute.It's got to stop somewhere.",PAUL
" Governor Christie, what do you think of that answer?",BAIER
" Well, listen.You know, if we want to deal with these issues, we have to deal with them in a way that makes sense.I agree with what Dr. Carson said earlier. The first thing we need to do to make America stronger is to strengthen our military, and I put out a really specific plan: no less than 500,000 active duty soldiers in the Army. No less than 185,000 active duty marines in the Marine Corps. Bring us to a 350 ship Navy again, and modernize the Ohio class of submarines, and bring our Air Force back to 2,600 aircraft that are ready to go.Those are the kind of things that are going to send a clear message around the world. Those are the things that we need to start working on immediately to make our country stronger and make it better. Those are the things that we need to be able to be doing. And as we move towards dealing with foreign aid, I don't disagree with Senator Paul's position that we shouldn't be funding our enemies. But I absolutely believe that Israel is a priority to be able to fund and keep them strong and safe after eight years of this administration.",CHRISTIE
" Governor, thank you.",BAIER
" Brett, can I - Brett, can I jump in on this one?",CRUZ
" Senator, we're going to finish up with some more questions, thank you.",BAIER
" We have to stand you by, because after the break, we're going to let the candidates make their closing statements, their final thoughts, and God.Stay tuned for that.",KELLY
" Welcome back.In our final moments here together, we're going to allow the candidates to offer their final thoughts. But first, we want to ask them an interesting closing question from Chase Norton on Facebook, who wants to know this of the candidates: ""I want to know if any of them have received a word from God on what they should do and take care of first.""Senator Cruz, start from you. Any word from God?",KELLY
" Well, I am blessed to receive a word from God every day in receiving the scriptures and reading the scriptures. And God speaks through the Bible.",CRUZ
" I'm the son of a pastor and evangelist and I've described many times how my father, when I was a child, was an alcoholic. He was not a Christian. And my father left my mother and left me when I was just three years old.And someone invited him to Clay Road Baptist Church. And he gave his heart to Jesus and it turned him around. And he got on a plane and he flew back to my mother and me.",CRUZ
" I would also note that the scripture tells us, ""you shall know them by their fruit."" We see lots of ""campaign conservatives."" But if we're going to win in 2016, we need a consistent conservative, someone who has been a fiscal conservative, a social conservative, a national security conservative.There are real differences among the candidates on issues like amnesty, like Obamacare, like religious liberty, like life and marriage. And I have been proud to fight and stand for religious liberty, to stand against Planned Parenthood, to defend life for my entire career.And I will be proud to continue to do so as president of the United States.",CRUZ
" Governor Kasich, same question.",KELLY
" Well, Megyn, my father was a mailman. His father was a coal miner. My mother's mother could barely speak English. And their son today stands on this podium in the great state of Ohio not only as the governor, but a candidate for president of the United States.",KASICH
" I do believe in miracles. You know, I've had a lot of elections. But my elections are really not about campaigns. I tell my people that these are about a movement. And a movement to do what? To restore common sense. A movement to do things like provide economic growth. And a movement not to let anybody be behind.You know, today the country is divided. You asked a question about the police and the difficulty in communities. We've got to unite our country again, because we're stronger when we are united and we are weaker when we are divided.And we've got to listen to other people's voices, respect them, but keep in mind, and I believe in terms of the things that I've read in my lifetime, the lord is not picking us. But because of how we respect human rights, because that we are a good force in the world, he wants America to be strong.He wants America to succeed. And he wants America to lead. And nothing is more important to me than my family, my faith, and my friends.",KASICH
" Governor Walker, same question.",KELLY
" Well, thanks, Megyn.I'm certainly an imperfect man. And it's only by the blood of Jesus Christ that I've been redeemed from my sins. So I know that God doesn't call me to do a specific thing, God hasn't given me a list, a Ten Commandments, if you will, of things to act on the first day.What God calls us to do is follow his will. And ultimately that's what I'm going to try to do. And I hope people see it in my state, even in the big challenges I took on when I had over 100,000 protesters in and around our capital, trying to do what I thought was the right thing.It wasn't just how I took on those political battles. It was ultimately how I acted. Not responding in kind. Not lashing out. But just being decent going forward and living my life in a way that would be a testimony to him and our faith.",WALKRE
" Senator Rubio, I want to ask you the same question. But I do want to mention, a woman just came here to the stage and asked, what about the veterans? I want to hear more about what these candidates are going to do for our nation's veterans.So I put the question to you about God and the veterans, which you may find to be related.",KELLY
" Well, first, let me say I think God has blessed us. He has blessed the Republican Party with some very good candidates. The Democrats can't even find one.",RUBIO
" And I believe God has blessed our country. This country has been extraordinarily blessed. And we have honored that blessing. And that's why God has continued to bless us.And he has blessed us with young men and women willing to risk their lives and sometimes die in uniform for the safety and security of our people.Unfortunately today we have a VA that does not do enough for them. I am proud that last year we helped change the law. We changed the law to give the power to the VA secretary the ability to fire any executive that isn't doing their job.And it is outrageous they've only fired one person to date. When I'm president of the United States, we're going to have a VA that cares more about our veterans than about the bureaucrats who work at the VA.",RUBIO
" Dr. Carson, a question to you about God and his role, but also, one of the issues that the public was very interested in, and we touched on it earlier, is race relations in this country, and how divided we seem right now. And what, if anything, you can do - you would do as the next president to help heal that divide.",KELLY
" Well, I think the bully pulpit is a wonderful place to start healing that divide. You know, we have the purveyors of hatred who take every single incident between people of two races and try to make a race war out of it, and drive wedges into people. And this does not need to be done.What we need to think about instead - you know, I was asked by an NPR reporter once, why don't I talk about race that often. I said it's because I'm a neurosurgeon. And she thought that was a strange response. And you say - I said, you see, when I take someone to the operating room, I'm actually operating on the thing that makes them who they are. The skin doesn't make them who they are. The hair doesn't make them who they are. And it's time for us to move beyond that.",CARSON
" Because our strength as a nation comes in our unity. We are the United States of America, not the divided states. And those who want to divide us are trying to divide us, and we shouldn't let them do it.",CARSON
 Now each candidate will make a closing statement. You'll all have 30 seconds to make a closing statement for this debate. We'll start with Ohio Governor John Kasich.,BAIER
" You know, tonight we hear about what people want to do. I want to tell you what I've done. I was a member of the Armed Services Committee for 18 years. I spent a big chunk of my life studying national security issues and our role in the world.No. 2. I was the chairman of the House Budget Committee and one of the chief architects the last time we balanced a budget, and it was the first time we had done it since man walked on the moon. We had a $5 trillion surplus and we cut taxes.I spent ten years in the private sector, actually learning how business works. And now I'm the governor of Ohio, and I inherited a state that was on the brink of dying. And we turned it all around with jobs and balanced budgets and rising credit and tax cuts, and the state is unified, and people have hope again in Ohio.",KASICH
 Governor Christie?,KELLY
" Well, thank you, Megyn. Listen, I was born into a middle class family in New Jersey. My dad came home from serving in the Army after having lost his father, worked in the Breyers ice cream plant in Newark, New Jersey. Was the first person to graduate from college. He put himself through college at night. My mom was a secretary.I was appointed United States attorney on September 10, 2001. And I spent the next seven years of my career fighting terrorism and putting terrorists in jail.I'm a conservative, pro-life governor in a state where it is really tough to be both. A state like New Jersey, with lots of Democrats, but still we cut taxes, we balanced budgets. We fought the teacher's union.This president has had weak leadership, which has led to bad choices. We have got to stop worrying about being loved and start worrying about being respected. And that's exactly how I'll lead our country.",CHRISTIE
" Senator Paul, closing statement.",WALLACE
 I'm a different kind of Republican. I've introduced a five-year balanced budget. I've introduced the largest tax cut in our history. I stood for ten and a half hours on the Senate floor to defend your right to be left alone.,PAUL
" But I've also gone to Chicago. I've gone to Detroit. I've been to Ferguson, I've been to Baltimore, because I want our party to be bigger, better and bolder, and I'm the only one that leads Hillary Clinton in five states that were won by President Obama. I'm a different kind of Republican.",PAUL
 Senator Marco Rubio.,BAIER
" Thank you. You know, both of my parents were born into poor families on the island of Cuba. They came to America because it was the only place where people like them could have a chance. Here in this country, they never made it big, but the very purpose of their life was to give us the chance to do all the things they never could.My father was a bartender. And the journey from the back of that bar to this stage tonight, to me, that is the essence of the American dream. It is what makes our nation different. And I'm running for president because I want that to still be possible for the people trying to do that now. I run for president because I believe that we can't just save the American dream; we can expand it to reach more people and change more lives than ever before. And that's why I'm asking for your vote. So we can make America greater than it has ever been. And make this century a new American century.",RUBIO
" Thank you, Senator.",BAIER
 Senator Ted Cruz.,KELLY
" If I'm elected president, let me tell you about my first day in office. The first thing I intend to do is to rescind every illegal and unconstitutional executive action taken by Barack Obama.",CRUZ
 The next thing I intend to do is instruct the Department of Justice to open an investigation into these videos and to prosecute Planned Parenthood for any criminal violations.,CRUZ
" The next thing I intend to do is instruct the Department of Justice and the IRS to start I will keep my word. My father fled Cuba, and I will fight to defend liberty because my family knows what it's like to lose it.",CRUZ
" Dr. Carson, closing statement.",WALLACE
" Well, I haven't said anything about me being the only one to do anything, so let me try that.I'm the only one to separate siamese twins.The - the only one to operate on babies while they were still in mother's womb, the only one to take out half of a brain, although you would think, if you go to Washington, that someone had beat me to it.But I - but I'm very hopeful that I'm not the only onel who's willing to pick up the baton of freedom, because freedom is not free, and we must fight for it every day. Every one of us must fight for it, because we're fighting for our children and the next generation.",CARSON
" Governor Mike Huckabee, closing statement.",BAIER
" It seems like this election has been a whole lot about a person who's very high in the polls, that doesn't have a clue about how to govern.A person who has been filled with scandals, and who could not lead, and, of course, I'm talking about Hillary Clinton.I think America.(UNKNOWN): Thank you.",HUCKABEE
" -is in trouble, but it's not beyond repair. But it's going to take leadership who sees the greatness of this country, and who believes that once again we can be one nation, under God.I'll be my best to do that, and thank you for your support.",HUCKABEE
 Governor Scott Walker.,KELLY
" Thanks.I'm guy with a wife and two kids, and Harley. One article called me ""aggressively normal.""I ran for governor because I was worried about my kids' future. Then, I took on the big government union bosses, and we won. They tried to recall me, and we won. They target us again, and we won.We balanced the budget, cut taxes, and turned our state around with big, bold reforms.It wasn't too late for Wisconsin, and it's not too late for America. That's why I ask for your vote.",WALKER
" Governor Bush, closing statement, sir.",WALLACE
" Here's what I believe. I believe we're at the verge of the greatest time to be alive in this world.But Washington is holding us back. How we tax, how we regulate. We're not embracing the energy revolution in our midst, a broken immigration system that has been politicized rather than turning it into an economic driver.We're not protecting and preserving our entitlement system or reforming for the next generation. All these things languish while we have politicians in Washington using these as wedge issues.Here's my commitment to you, because I did it as Florida. We can fix these things. We can grow economically and restore America's leadership in the world, so that everybody has a chance to rise up. I humbly ask for your vote, whenever you're gonna get to vote, whenever the primary is. Thank you all very much.",BUSH
" Mr. Trump, closing statement, sir.",BAIER
" Our country is in serious trouble. We don't win anymore.We don't beat China in trade. We don't beat Japan, with their millions and millions of cars coming into this country, in trade. We can't beat Mexico, at the border or in trade.We can't do anything right. Our military has to be strengthened. Our vets have to be taken care of. We have to end Obamacare, and we have to make our country great again, and I will do that.Thank you.",TRUMP
" Gentlemen, thank you.",BAIER
 It's over!,KELLY
 That's it.,BAIER
" Are you relieved? You were nervous before, they - they don't look relieved. They look ""get me outta here.""Thank you all very much, and that will do it for the first Republican primary debate night of the 2016 presidential race. Our thanks to the candidates, who will now be joined by their families on stage.",KELLY
