"Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay"
2006,4,20,4,1145,1146,1241,1247,"OO",6202,"N292SW",56,61,39,-6,-1,"SFO","RDD",199,4,13,0,"",0,0,0,0,0,0
2008,6,28,6,1340,1335,1537,1535,"WN",231,"N241WN",117,120,97,2,5,"SFO","PHX",651,6,14,0,"",0,NA,NA,NA,NA,NA
2006,12,18,1,1415,1420,2234,2249,"UA",212,"N834UA",319,329,299,-15,-5,"SFO","EWR",2565,9,11,0,"",0,0,0,0,0,0
2006,7,3,1,1759,1810,1905,1912,"OO",6256,"N586SW",66,62,48,-7,-11,"SFO","SBP",191,3,15,0,"",0,0,0,0,0,0
2008,12,22,1,1646,1555,1843,1740,"OO",6186,"N771SK",117,105,89,63,51,"SFO","PDX",550,12,16,0,"",0,42,0,12,0,9
2005,1,5,3,1256,1240,2035,2011,"NW",428,"N518US",279,271,243,24,16,"SFO","DTW",2079,12,24,0,"",0,3,0,8,0,13
2008,12,20,6,1652,1640,1810,1805,"AA",1072,"N424AA",78,85,54,5,12,"SFO","LAX",337,9,15,0,"",0,NA,NA,NA,NA,NA
2005,2,6,7,1019,1030,1745,1755,"CO",254,"N33714",266,265,251,-10,-11,"SFO","CLE",2161,5,10,0,"",0,0,0,0,0,0
2008,2,6,3,1724,1730,1858,1902,"OO",5548,"N566SW",94,92,77,-4,-6,"SFO","MFR",329,2,15,0,"",0,NA,NA,NA,NA,NA
2008,3,25,2,1350,1331,1427,1413,"OO",5718,"N224SW",37,42,21,14,19,"SFO","MOD",78,4,12,0,"",0,NA,NA,NA,NA,NA
2008,12,27,6,1637,1640,2006,2015,"UA",77,"N666UA",329,335,305,-9,-3,"SFO","HNL",2398,4,20,0,"",0,NA,NA,NA,NA,NA
2007,8,19,7,1228,930,1819,1535,"AA",1486,"N369AA",231,245,210,164,178,"SFO","ORD",1846,9,12,0,"",0,164,0,0,0,0
2006,5,20,6,1716,1720,2231,2237,"AA",566,"N289AA",195,197,181,-6,-4,"SFO","DFW",1464,3,11,0,"",0,0,0,0,0,0
2008,8,4,1,1250,1235,2055,2029,"FL",44,"N288AT",305,294,271,26,15,"SFO","ATL",2139,8,26,0,"",0,15,0,11,0,0
2005,2,24,4,1600,1600,1709,1703,"OO",6442,"N712SK",69,63,50,6,0,"SFO","BUR",326,5,14,0,"",0,0,0,0,0,0
2007,4,25,3,703,712,832,841,"UA",187,"N436UA",89,89,68,-9,-9,"SFO","SNA",372,6,15,0,"",0,0,0,0,0,0
2006,8,18,5,1501,1500,1742,1744,"OO",3748,"N410SW",101,104,80,-2,1,"SFO","SLC",599,5,16,0,"",0,0,0,0,0,0
2006,1,7,6,1356,1400,1737,1738,"UA",75,"N548UA",341,338,320,-1,-4,"SFO","LIH",2447,6,15,0,"",0,0,0,0,0,0
2007,5,6,7,1549,1555,1709,1720,"OO",6179,"N218SW",80,85,58,-11,-6,"SFO","SBA",262,3,19,0,"",0,0,0,0,0,0
2007,9,26,3,1343,1345,2222,2224,"UA",10,"N557UA",339,339,312,-2,-2,"SFO","JFK",2586,6,21,0,"",0,0,0,0,0,0
2008,2,10,7,1247,1245,2033,2048,"UA",100,"N552UA",286,303,266,-15,2,"SFO","IAD",2419,7,13,0,"",0,NA,NA,NA,NA,NA
2006,7,11,2,1426,1330,1613,1500,"MQ",3169,"N814AE",107,90,67,73,56,"SFO","SNA",372,22,18,0,"",0,0,0,17,0,56
2005,9,10,6,713,719,806,825,"OO",6448,"N962SW",53,66,41,-19,-6,"SFO","SBA",262,4,8,0,"",0,0,0,0,0,0
2005,12,14,3,1156,1117,1241,1159,"OO",6466,"N943SW",45,42,22,42,39,"SFO","SMF",86,4,19,0,"",0,42,0,0,0,0
2008,8,25,1,748,750,919,920,"UA",212,"N586UA",91,90,64,-1,-2,"SFO","SNA",372,7,20,0,"",0,NA,NA,NA,NA,NA
2008,12,21,7,837,837,941,950,"OO",5522,"N308SW",64,73,50,-9,0,"SFO","BFL",238,5,9,0,"",0,NA,NA,NA,NA,NA
2008,3,17,1,1545,1549,1639,1646,"UA",665,"N374UA",54,57,35,-7,-4,"SFO","RNO",192,4,15,0,"",0,NA,NA,NA,NA,NA
2005,4,6,3,1552,1555,1708,1714,"UA",927,"N436UA",76,79,57,-6,-3,"SFO","LAX",337,8,11,0,"",0,0,0,0,0,0
2008,2,4,1,1204,1100,1338,1227,"AS",690,"N705AS",94,87,64,71,64,"SFO","PSP",421,8,22,0,"",0,9,0,7,0,55
2005,10,19,3,1247,1250,2053,2117,"DL",2050,"N697DL",306,327,289,-24,-3,"SFO","JFK",2586,7,10,0,"",0,0,0,0,0,0
2007,7,10,2,2009,2009,2058,2049,"OO",5516,"N393SW",49,40,30,9,0,"SFO","SMF",86,5,14,0,"",0,0,0,0,0,0
2005,7,7,4,1122,1125,2002,1957,"UA",852,"N586UA",340,332,309,5,-3,"SFO","EWR",2565,14,17,0,"",0,0,0,0,0,0
2007,11,29,4,900,855,1207,1214,"UA",35,"N214UA",307,319,278,-7,5,"SFO","OGG",2338,6,23,0,"",0,0,0,0,0,0
2008,12,5,5,1956,2000,2143,2153,"OO",5759,"N582SW",107,113,87,-10,-4,"SFO","OTH",412,3,17,0,"",0,NA,NA,NA,NA,NA
2005,7,18,1,800,810,929,932,"AS",210,"N961AS",89,82,59,-3,-10,"SFO","LAX",337,11,19,0,"",0,0,0,0,0,0
2006,9,13,3,1228,1233,1841,1833,"NW",272,"N377NB",253,240,222,8,-5,"SFO","MEM",1807,9,22,0,"",0,0,0,0,0,0
2008,1,4,5,1827,1645,NA,1806,"OO",5480,"N218SW",NA,81,NA,NA,102,"SFO","RDD",199,NA,18,0,"",1,NA,NA,NA,NA,NA
2005,7,11,1,927,933,1205,1221,"OO",3999,"N445SW",98,108,82,-16,-6,"SFO","SLC",599,6,10,0,"",0,0,0,0,0,0
2006,9,16,6,1746,1758,1955,1958,"AS",579,"N779AS",129,120,109,-3,-12,"SFO","SEA",679,6,14,0,"",0,0,0,0,0,0
2008,6,27,5,1708,1610,2236,2145,"AA",1396,"N4YBAA",208,215,188,51,58,"SFO","DFW",1464,7,13,0,"",0,8,0,0,0,43
2008,12,22,1,1458,1330,1540,1417,"OO",5718,"N221SW",42,47,21,83,88,"SFO","MOD",78,2,19,0,"",0,0,0,0,0,83
2005,10,22,6,1338,1235,1447,1348,"OO",6185,"N301YV",69,73,52,59,63,"SFO","ACV",250,5,12,0,"",0,0,0,0,0,59
2007,1,26,5,823,815,941,940,"OO",6404,"N978SW",78,85,64,1,8,"SFO","EUG",451,4,10,0,"",0,0,0,0,0,0
2008,6,19,4,2225,2225,547,603,"DL",1074,"N132DN",262,278,239,-16,0,"SFO","ATL",2139,5,18,0,"",0,NA,NA,NA,NA,NA
2005,12,18,7,2301,2230,719,655,"UA",178,"N515UA",318,325,293,24,31,"SFO","BOS",2704,5,20,0,"",0,24,0,0,0,0
2007,8,7,2,755,802,846,856,"OO",6336,"N967SW",51,54,32,-10,-7,"SFO","RNO",192,5,14,0,"",0,0,0,0,0,0
2006,3,5,7,638,610,720,649,"OO",6260,"N235SW",42,39,22,31,28,"SFO","SMF",86,4,16,0,"",0,31,0,0,0,0
2008,11,24,1,1442,1449,1812,1817,"UA",318,"N468UA",150,148,123,-5,-7,"SFO","DEN",967,7,20,0,"",0,NA,NA,NA,NA,NA
2005,4,27,3,754,800,900,904,"OO",6376,"N719SK",66,64,52,-4,-6,"SFO","BUR",326,4,10,0,"",0,0,0,0,0,0
2005,5,13,5,1324,1320,1437,1447,"UA",671,"N436UA",73,87,60,-10,4,"SFO","SNA",372,4,9,0,"",0,0,0,0,0,0
2006,9,6,3,1557,1600,31,24,"UA",14,"N517UA",334,324,294,7,-3,"SFO","JFK",2586,20,20,0,"",0,0,0,0,0,0
2005,6,20,1,1201,1210,1813,1804,"CO",644,"N73406",252,234,225,9,-9,"SFO","IAH",1635,8,19,0,"",0,0,0,0,0,0
2007,4,7,6,1059,1100,1934,1932,"UA",176,"N514UA",335,332,310,2,-1,"SFO","BOS",2704,5,20,0,"",0,0,0,0,0,0
2005,10,31,1,707,710,822,827,"AA",1905,"N574AA",75,77,52,-5,-3,"SFO","LAX",337,6,17,0,"",0,0,0,0,0,0
2007,7,30,1,1210,1213,1946,1949,"CO",254,"N76269",276,276,257,-3,-3,"SFO","CLE",2161,6,13,0,"",0,0,0,0,0,0
2007,10,17,3,2036,2040,2213,2210,"UA",785,"N318UA",97,90,76,3,-4,"SFO","SAN",447,9,12,0,"",0,0,0,0,0,0
2007,5,19,6,916,911,1037,1029,"OO",6181,"N308SW",81,78,58,8,5,"SFO","ACV",250,6,17,0,"",0,0,0,0,0,0
2006,8,6,7,1405,1405,1959,2001,"UA",870,"N121UA",234,236,207,-2,0,"SFO","ORD",1846,5,22,0,"",0,0,0,0,0,0
2005,1,30,7,1305,1310,1502,1516,"AS",591,"N944AS",117,126,101,-14,-5,"SFO","SEA",679,6,10,0,"",0,0,0,0,0,0
2006,9,22,5,854,859,1043,1027,"UA",1155,"N919UA",109,88,60,16,-5,"SFO","LAX",337,11,38,0,"",0,0,0,16,0,0
2007,3,9,5,2150,2155,602,602,"CO",1829,"N76265",312,307,289,0,-5,"SFO","EWR",2565,7,16,0,"",0,0,0,0,0,0
2005,3,21,1,1815,1815,2140,2142,"UA",1280,"N912UA",145,147,131,-2,0,"SFO","DEN",967,4,10,0,"",0,0,0,0,0,0
2005,3,16,3,2230,2225,542,549,"NW",346,"N554NW",252,264,234,-7,5,"SFO","DTW",2079,5,13,0,"",0,0,0,0,0,0
2007,9,7,5,1551,1451,2338,2259,"UA",294,"N417UA",287,308,269,39,60,"SFO","BWI",2457,4,14,0,"",0,19,0,0,0,20
2007,4,6,5,2232,2033,4,2152,"OO",6387,"N923SW",92,79,61,132,119,"SFO","PSP",421,4,27,0,"",0,132,0,0,0,0
2006,4,9,7,1608,1610,1645,1649,"OO",5724,"N237SW",37,39,20,-4,-2,"SFO","MOD",78,4,13,0,"",0,0,0,0,0,0
2007,4,27,5,1925,1932,2006,2011,"OO",6204,"N224SW",41,39,23,-5,-7,"SFO","MRY",77,2,16,0,"",0,0,0,0,0,0
2005,11,19,6,1421,1421,2014,1949,"AA",614,"N469AA",233,208,182,25,0,"SFO","DFW",1464,41,10,0,"",0,0,0,25,0,0
2007,8,29,3,2218,2225,628,637,"UA",296,"N832UA",310,312,284,-9,-7,"SFO","BWI",2457,7,19,0,"",0,0,0,0,0,0
2006,6,26,1,234,2350,1005,724,"DL",394,"N656DL",271,274,244,161,164,"SFO","ATL",2139,12,15,0,"",0,161,0,0,0,0
2007,10,22,1,828,830,945,950,"OO",5602,"N235SW",77,80,64,-5,-2,"SFO","SBA",262,3,10,0,"",0,0,0,0,0,0
2008,2,1,5,559,600,1405,1424,"UA",4,"N594UA",306,324,279,-19,-1,"SFO","JFK",2586,7,20,0,"",0,NA,NA,NA,NA,NA
2007,1,3,3,803,800,1050,1044,"OO",3831,"N442SW",107,104,83,6,3,"SFO","SLC",599,5,19,0,"",0,0,0,0,0,0
2008,4,9,3,906,912,1143,1112,"OO",5726,"N582SW",157,120,128,31,-6,"SFO","RDM",462,4,25,0,"",0,0,0,31,0,0
2005,3,23,3,6,2200,814,605,"CO",749,"N13113",308,305,288,129,126,"SFO","EWR",2565,8,12,0,"",0,6,0,3,0,120
2007,11,11,7,1306,1310,1908,1920,"WN",106,"N207WN",242,250,214,-12,-4,"SFO","MDW",1855,5,23,0,"",0,0,0,0,0,0
2008,11,11,2,1311,1305,1854,1845,"AA",1276,"N5FEAA",223,220,201,9,6,"SFO","STL",1736,5,17,0,"",0,NA,NA,NA,NA,NA
2006,3,8,3,1842,1812,1955,1928,"OO",6223,"N581SW",73,76,53,27,30,"SFO","SBA",262,4,16,0,"",0,27,0,0,0,0
2007,7,9,1,1408,1355,1533,1522,"OO",5619,"N235SW",85,87,65,11,13,"SFO","MFR",329,4,16,0,"",0,0,0,0,0,0
2007,4,1,7,925,935,1047,1055,"F9",10,"N920FR",82,80,58,-8,-10,"SFO","LAX",337,11,13,0,"",0,0,0,0,0,0
2006,9,27,3,2029,2035,2149,2200,"US",465,"N833AW",80,85,63,-11,-6,"SFO","LAS",414,7,10,0,"",0,0,0,0,0,0
2008,1,3,4,2130,2010,41,2334,"UA",736,"N311UA",131,144,114,67,80,"SFO","DEN",967,7,10,0,"",0,67,0,0,0,0
2005,6,2,4,1230,1228,1818,1819,"AA",742,"N477AA",228,231,201,-1,2,"SFO","STL",1736,3,24,0,"",0,0,0,0,0,0
2008,11,24,1,723,730,923,930,"AS",315,"N622AS",120,120,91,-7,-7,"SFO","SEA",679,10,19,0,"",0,NA,NA,NA,NA,NA
2005,3,20,7,2356,2325,548,520,"UA",158,"N521UA",232,235,216,28,31,"SFO","ORD",1846,5,11,0,"",0,28,0,0,0,0
2008,2,3,7,901,855,1243,1224,"UA",31,"N672UA",342,329,308,19,6,"SFO","OGG",2338,4,30,0,"",0,6,0,13,0,0
2006,1,18,3,2256,2300,627,641,"US",784,"N178UW",271,281,250,-14,-4,"SFO","CLT",2296,6,15,0,"",0,0,0,0,0,0
2007,11,8,4,1608,1505,2121,2030,"AA",1602,"N4XYAA",193,205,167,51,63,"SFO","DFW",1464,14,12,0,"",0,0,0,6,0,45
2005,12,22,4,1805,1630,148,25,"UA",186,"N842UA",283,295,267,83,95,"SFO","IAD",2419,6,10,0,"",0,10,0,0,0,73
2008,5,3,6,1331,1330,2203,2213,"UA",852,"N518UA",332,343,295,-10,1,"SFO","JFK",2586,11,26,0,"",0,NA,NA,NA,NA,NA
2006,9,15,5,756,743,857,834,"OO",6176,"N233SW",61,51,33,23,13,"SFO","FAT",158,4,24,0,"",0,23,0,0,0,0
2008,1,29,2,1603,1605,23,26,"UA",14,"N542UA",320,321,283,-3,-2,"SFO","JFK",2586,12,25,0,"",0,NA,NA,NA,NA,NA
2008,11,4,2,1527,1547,1845,1838,"OO",6365,"N709BR",138,111,87,7,-20,"SFO","SLC",599,4,47,0,"",0,NA,NA,NA,NA,NA
2007,2,13,2,659,700,1424,1421,"DL",1820,"N3763D",265,261,239,3,-1,"SFO","CVG",2036,5,21,0,"",0,0,0,0,0,0
2005,11,20,7,1202,1205,1321,1324,"UA",886,"N853UA",79,79,55,-3,-3,"SFO","LAX",337,9,15,0,"",0,0,0,0,0,0
2006,4,9,7,1105,1106,1243,1237,"UA",1464,"N467UA",98,91,66,6,-1,"SFO","LAS",414,11,21,0,"",0,0,0,0,0,0
2005,8,24,3,1833,1810,1954,1934,"OO",6434,"N945SW",81,84,62,20,23,"SFO","EUG",451,4,15,0,"",0,20,0,0,0,0
2007,7,6,5,851,807,1150,1048,"OO",6344,"N917SW",119,101,85,62,44,"SFO","SLC",599,4,30,0,"",0,62,0,0,0,0
2006,5,8,1,1455,1443,2012,2004,"AA",1274,"N5DAAA",197,201,168,8,12,"SFO","DFW",1464,14,15,0,"",0,0,0,0,0,0
2006,1,24,2,842,820,1700,1651,"AA",196,"N5DKAA",318,331,301,9,22,"SFO","BOS",2704,5,12,0,"",0,0,0,0,0,0
2005,3,22,2,1556,1600,1731,1718,"UA",927,"N831UA",95,78,53,13,-4,"SFO","LAX",337,16,26,0,"",0,0,0,0,0,0
2008,6,7,6,2256,2235,707,706,"UA",180,"N569UA",311,331,293,1,21,"SFO","BOS",2704,6,12,0,"",0,NA,NA,NA,NA,NA
2006,11,8,3,NA,944,NA,1023,"OO",6259,"0",NA,39,NA,NA,NA,"SFO","SMF",86,0,0,1,"C",0,0,0,0,0,0
2005,3,11,5,2018,2020,2116,2116,"OO",6208,"N237SW",58,56,41,0,-2,"SFO","FAT",158,3,14,0,"",0,0,0,0,0,0
2008,10,31,5,NA,1047,NA,1148,"OO",5737,"N221SW",NA,61,NA,NA,NA,"SFO","CIC",153,NA,NA,1,"C",0,NA,NA,NA,NA,NA
2008,9,18,4,1756,1757,1905,1904,"OO",5444,"N301YV",69,67,51,1,-1,"SFO","SBP",191,1,17,0,"",0,NA,NA,NA,NA,NA
2006,3,20,1,1640,1615,1759,1740,"OO",6264,"N568SW",79,85,67,19,25,"SFO","MFR",329,2,10,0,"",0,19,0,0,0,0
2005,7,29,5,1112,1100,1634,1631,"UA",478,"N848UA",202,211,176,3,12,"SFO","DFW",1464,10,16,0,"",0,0,0,0,0,0
2005,11,12,6,830,837,1559,1610,"DL",672,"N3758Y",269,273,252,-11,-7,"SFO","ATL",2139,6,11,0,"",0,0,0,0,0,0
2007,9,19,3,1757,1755,1918,1925,"WN",1858,"N773SA",81,90,68,-7,2,"SFO","LAS",414,4,9,0,"",0,0,0,0,0,0
2006,2,2,4,1854,1815,2247,2153,"UA",79,"N547UA",353,338,335,54,39,"SFO","HNL",2398,4,14,0,"",0,39,0,15,0,0
2008,1,10,4,1642,1555,2144,2120,"AA",1178,"N566AA",182,205,160,24,47,"SFO","DFW",1464,10,12,0,"",0,0,0,3,0,21
2008,5,8,4,1924,1925,2016,2007,"OO",5452,"N235SW",52,42,28,9,-1,"SFO","MRY",77,4,20,0,"",0,NA,NA,NA,NA,NA
2008,11,15,6,1616,1620,2218,2220,"WN",2929,"N754SW",242,240,229,-2,-4,"SFO","MDW",1855,6,7,0,"",0,NA,NA,NA,NA,NA
2005,11,27,7,1052,850,1208,954,"OO",6198,"N292UX",76,64,46,134,122,"SFO","RDD",199,3,27,0,"",0,0,0,0,0,134
2005,10,8,6,833,837,1601,1610,"DL",672,"N383DN",268,273,248,-9,-4,"SFO","ATL",2139,5,15,0,"",0,0,0,0,0,0
2006,6,19,1,924,915,1237,1245,"F9",668,"N930FR",133,150,118,-8,9,"SFO","DEN",967,8,7,0,"",0,0,0,0,0,0
2008,6,21,6,731,737,825,835,"OO",6336,"N976SW",54,58,31,-10,-6,"SFO","RNO",192,10,13,0,"",0,NA,NA,NA,NA,NA
2007,9,22,6,736,745,905,914,"OO",6404,"N906SW",89,89,69,-9,-9,"SFO","EUG",451,4,16,0,"",0,0,0,0,0,0
2008,12,18,4,NA,1730,NA,2330,"WN",1136,"N217JC",NA,240,NA,NA,NA,"SFO","MDW",1855,NA,NA,1,"B",0,NA,NA,NA,NA,NA
2006,3,11,6,1011,936,1133,1101,"US",878,"N315AW",82,85,61,32,35,"SFO","LAS",414,7,14,0,"",0,0,0,32,0,0
2008,12,1,1,1536,1143,1657,1304,"OO",5478,"N216SW",81,81,57,233,233,"SFO","ACV",250,5,19,0,"",0,62,0,0,0,171
2008,7,29,2,1032,1035,1553,1604,"NW",356,"N332NW",201,209,174,-11,-3,"SFO","MSP",1589,5,22,0,"",0,NA,NA,NA,NA,NA
2008,4,7,1,1708,1649,1922,1915,"UA",77,"N675UA",314,326,290,7,19,"SFO","HNL",2398,4,20,0,"",0,NA,NA,NA,NA,NA
2007,2,2,5,904,904,936,944,"OO",6224,"N270YV",32,40,20,-8,0,"SFO","MRY",77,2,10,0,"",0,0,0,0,0,0
2006,7,1,6,2154,2200,559,617,"AA",18,"N323AA",305,317,283,-18,-6,"SFO","JFK",2586,7,15,0,"",0,0,0,0,0,0
2005,1,17,1,639,645,922,942,"UA",1506,"N446UA",103,117,89,-20,-6,"SFO","PHX",651,3,11,0,"",0,0,0,0,0,0
2005,2,28,1,1042,1045,1144,1151,"OO",6432,"N908SW",62,66,49,-7,-3,"SFO","BUR",326,2,11,0,"",0,0,0,0,0,0
2006,12,21,4,1905,1705,2035,1830,"OO",5728,"N288SW",90,85,71,125,120,"SFO","CEC",304,5,14,0,"",0,125,0,0,0,0
2006,9,10,7,2341,2326,705,645,"DL",1860,"N375DA",264,259,247,20,15,"SFO","CVG",2036,4,13,0,"",0,5,0,5,0,10
2007,7,1,7,711,700,859,857,"AS",351,"N713AS",108,117,88,2,11,"SFO","SEA",679,4,16,0,"",0,0,0,0,0,0
2008,8,7,4,1129,1012,1958,1906,"UA",892,"N517UA",329,354,299,52,77,"SFO","JFK",2586,5,25,0,"",0,0,0,40,0,12
2008,5,2,5,2107,2045,2240,2214,"US",278,"N677AW",93,89,68,26,22,"SFO","LAS",414,8,17,0,"",0,0,0,4,0,22
2006,1,31,2,1629,1600,44,17,"AA",20,"N321AA",315,317,291,27,29,"SFO","JFK",2586,7,17,0,"",0,27,0,0,0,0
2008,7,28,1,7,2223,129,2357,"UA",1468,"N440UA",82,94,63,92,104,"SFO","LAS",414,4,15,0,"",0,0,0,0,0,92
2007,4,24,2,750,754,903,904,"OO",6257,"N221SW",73,70,47,-1,-4,"SFO","SBP",191,5,21,0,"",0,0,0,0,0,0
2008,6,13,5,2102,2055,2222,2220,"WN",3059,"N752SW",80,85,68,2,7,"SFO","SAN",447,3,9,0,"",0,NA,NA,NA,NA,NA
2005,7,31,7,1819,1824,1943,1950,"MQ",3185,"N850AE",84,86,68,-7,-5,"SFO","SNA",372,6,10,0,"",0,0,0,0,0,0
2007,10,7,7,1821,1530,1926,1635,"OO",5628,"N294SW",65,65,44,171,171,"SFO","RDD",199,5,16,0,"",0,171,0,0,0,0
2008,8,15,5,723,720,1448,1509,"DL",68,"N134DL",265,289,243,-21,3,"SFO","ATL",2139,9,13,0,"",0,NA,NA,NA,NA,NA
2008,5,30,5,1737,1745,2013,2035,"DL",1840,"N902DA",96,110,75,-22,-8,"SFO","SLC",599,5,16,0,"",0,NA,NA,NA,NA,NA
2007,7,23,1,2015,2015,2152,2145,"US",465,"N658AW",97,90,72,7,0,"SFO","LAS",414,8,17,0,"",0,0,0,0,0,0
2008,1,7,1,1547,1327,1711,1459,"UA",1590,"N440UA",84,92,63,132,140,"SFO","LAS",414,5,16,0,"",0,8,0,0,0,124
2008,5,17,6,2200,2140,545,506,"NW",346,"N330NW",285,266,252,39,20,"SFO","DTW",2079,11,22,0,"",0,9,0,19,0,11
2008,2,11,1,825,831,1655,1704,"UA",172,"N575UA",330,333,308,-9,-6,"SFO","BOS",2704,6,16,0,"",0,NA,NA,NA,NA,NA
2005,12,29,4,932,935,1216,1222,"OO",3999,"N463SW",104,107,85,-6,-3,"SFO","SLC",599,9,10,0,"",0,0,0,0,0,0
2007,9,4,2,853,858,1114,1054,"UA",510,"N546UA",141,116,116,20,-5,"SFO","SEA",679,5,20,0,"",0,0,0,20,0,0
2007,8,8,3,1828,1720,1951,1839,"OO",5681,"N295SW",83,79,61,72,68,"SFO","SBA",262,4,18,0,"",0,72,0,0,0,0
2008,3,10,1,NA,1210,NA,1406,"US",46,"",NA,116,NA,NA,NA,"SFO","PHX",651,NA,NA,1,"A",0,NA,NA,NA,NA,NA
2006,12,21,4,1502,1419,1611,1540,"OO",6342,"N765SK",69,81,51,31,43,"SFO","ONT",363,3,15,0,"",0,0,0,0,0,31
2006,5,7,7,1337,1138,1523,1306,"US",872,"N166AW",106,88,65,137,119,"SFO","LAS",414,2,39,0,"",0,114,0,18,0,5
2008,12,28,7,1616,1615,1748,1752,"OO",5443,"N224SW",92,97,80,-4,1,"SFO","MFR",329,2,10,0,"",0,NA,NA,NA,NA,NA
2006,6,14,3,1254,1145,1413,1314,"UA",888,"N529UA",79,89,53,59,69,"SFO","LAX",337,9,17,0,"",0,59,0,0,0,0
2006,6,20,2,1041,944,1211,1118,"UA",1414,"N497UA",90,94,67,53,57,"SFO","LAS",414,8,15,0,"",0,6,0,0,0,47
2008,9,1,1,2338,2319,736,730,"UA",224,"N849UA",298,311,278,6,19,"SFO","IAD",2419,5,15,0,"",0,NA,NA,NA,NA,NA
2008,2,12,2,1522,1520,1607,1602,"OO",5724,"N583SW",45,42,20,5,2,"SFO","MOD",78,4,21,0,"",0,NA,NA,NA,NA,NA
2006,5,7,7,1716,1720,1851,1842,"UA",1196,"N436UA",95,82,60,9,-4,"SFO","LAX",337,14,21,0,"",0,0,0,0,0,0
2008,4,14,1,1141,1144,1824,1755,"UA",102,"N575UA",283,251,219,29,-3,"SFO","ORD",1846,29,35,0,"",0,0,0,29,0,0
2007,11,14,3,552,600,715,735,"UA",773,"N405UA",83,95,65,-20,-8,"SFO","SNA",372,6,12,0,"",0,0,0,0,0,0
2005,10,9,7,1433,1435,1607,1549,"OO",6191,"N297SW",94,74,62,18,-2,"SFO","ACV",250,5,27,0,"",0,18,0,0,0,0
2008,3,18,2,1037,1040,1225,1225,"UA",344,"N375UA",108,105,80,0,-3,"SFO","PDX",550,2,26,0,"",0,NA,NA,NA,NA,NA
2006,3,12,7,1908,1900,2207,2220,"OO",6422,"N762SK",119,140,101,-13,8,"SFO","ABQ",896,5,13,0,"",0,0,0,0,0,0
2007,1,3,3,1426,1419,1533,1540,"OO",6342,"N726SK",67,81,51,-7,7,"SFO","ONT",363,3,13,0,"",0,0,0,0,0,0
2005,4,14,4,1054,1055,1603,1622,"UA",478,"N851UA",189,207,171,-19,-1,"SFO","DFW",1464,4,14,0,"",0,0,0,0,0,0
2005,10,23,7,2014,2020,2110,2120,"OO",6208,"N215SW",56,60,39,-10,-6,"SFO","FAT",158,4,13,0,"",0,0,0,0,0,0
2005,3,19,6,1856,1855,2323,2229,"UA",65,"N552UA",387,334,368,54,1,"SFO","HNL",2398,4,15,0,"",0,0,0,54,0,0
2008,10,20,1,1943,1934,2101,2104,"UA",587,"N806UA",78,90,59,-3,9,"SFO","SNA",372,7,12,0,"",0,NA,NA,NA,NA,NA
2008,10,2,4,1601,1438,1705,1544,"OO",5477,"N585SW",64,66,39,81,83,"SFO","FAT",158,3,22,0,"",0,81,0,0,0,0
2005,10,8,6,1548,1545,1730,1742,"UA",1510,"N452UA",102,117,85,-12,3,"SFO","PHX",651,3,14,0,"",0,0,0,0,0,0
2005,6,3,5,1251,1250,1425,1412,"UA",989,"N564UA",94,82,52,13,1,"SFO","LAX",337,9,33,0,"",0,0,0,0,0,0
2007,8,28,2,2328,2315,503,509,"UA",158,"N210UA",215,234,201,-6,13,"SFO","ORD",1846,3,11,0,"",0,0,0,0,0,0
2008,7,18,5,1600,1555,1732,1728,"OO",5443,"N585SW",92,93,71,4,5,"SFO","MFR",329,3,18,0,"",0,NA,NA,NA,NA,NA
2005,11,5,6,2215,2220,NA,638,"DL",2017,"N67171",NA,318,NA,NA,-5,"SFO","JFK",2586,0,34,0,"",1,0,0,0,0,0
2005,2,16,3,853,840,947,937,"OO",6436,"N907SW",54,57,34,10,13,"SFO","RNO",192,5,15,0,"",0,0,0,0,0,0
2007,2,21,3,855,900,1239,1240,"AA",39,"N350AA",344,340,319,-1,-5,"SFO","HNL",2398,2,23,0,"",0,0,0,0,0,0
2005,7,26,2,51,40,559,603,"NW",362,"N528US",188,203,174,-4,11,"SFO","MSP",1589,3,11,0,"",0,0,0,0,0,0
2007,4,11,3,2126,2016,2326,2212,"UA",552,"N836UA",120,116,98,74,70,"SFO","SEA",679,6,16,0,"",0,10,0,4,0,60
2006,8,9,3,1559,1600,1723,1729,"US",471,"N602AW",84,89,60,-6,-1,"SFO","LAS",414,8,16,0,"",0,0,0,0,0,0
2006,1,10,2,2224,2225,2312,2319,"UA",710,"N421UA",48,54,34,-7,-1,"SFO","RNO",192,4,10,0,"",0,0,0,0,0,0
2005,12,4,7,17,2235,840,711,"DL",2029,"N647DL",323,336,291,89,102,"SFO","BOS",2704,16,16,0,"",0,0,0,0,0,89
2007,10,23,2,658,700,1227,1230,"AA",540,"N223AA",209,210,184,-3,-2,"SFO","DFW",1464,8,17,0,"",0,0,0,0,0,0
